"X","Y","id","title","uid","hollow","type","diocese","province","honigmann_page_number","hierokles_section_and_line_numbers","external_references"
"19.462878","40.733919499999999","481728","Apollonia","242","\N","place","Illyrikon","Nea Epeiros","20","653,3","BA 49 B3"
"19.735426499999999","40.545150499999998","481777","Boullis","243","\N","place","Illyrikon","Nea Epeiros","20","653,4","BA 49 B3"
"19.61777","40.467944000000003","481715","Amantia","244","\N","place","Illyrikon","Nea Epeiros","20","653,5","BA 49 B3"
"19.473196999999999","40.484898000000001","481750","Aulon","246","\N","place","Illyrikon","Nea Epeiros","20","653,7","BA 49 B3"
"20.793813","41.114618999999998","481900","Lychnidos","247","\N","place","Illyrikon","Nea Epeiros","20","653,8","BA 49 C2"
"23.342891000000002","42.722825999999998","207439","Sardike","251","\N","place","Illyrikon","Dakia Mesogeios","20","654,3","BA 21 F7"
"22.688244000000001","42.281134000000002","481949","Pautalia","252","\N","place","Illyrikon","Dakia Mesogeios","20","654,4","BA 49 E1"
"23.264178000000001","42.289175","481844","Germai","253","\N","place","Illyrikon","Dakia Mesogeios","20","654,5","BA 49 F1 Germania"
"21.893884","43.316294999999997","207303","Naissos","254","\N","place","Illyrikon","Dakia Mesogeios","20","654,6","BA 21 D6"
"22.293498","43.214499000000004","207382","Remesiana","255","\N","place","Illyrikon","Dakia Mesogeios","20","654,7","BA 21 E6"
"22.904855999999999","43.817397","207376","Ratiaria","257","\N","place","Illyrikon","Parapotamia Dakia","20","655,2","BA 21 E6"
"22.875900000000001","43.993220999999998","206975","Bononia","258","\N","place","Illyrikon","Parapotamia Dakia","20","655,3","BA 21 E5"
"22.539010023700001","44.184826665999999","0","Akyes","259","\N","place","Illyrikon","Parapotamia Dakia","20","655,4","BA 49 E1 Aquae?"
"22.523756500000001","43.890553500000003","207017","Kastra Martis","260","\N","place","Illyrikon","Parapotamia Dakia","20","655,5","BA 21 E6"
"24.465475999999999","43.710514000000003","216907","Oiskos","261","\N","place","Illyrikon","Parapotamia Dakia","20","655,6","BA 22 B5"
"21.391437","42.016885000000002","481987","Skoupoi","263","\N","place","Illyrikon","Dardania","20","655,8","BA 49 D1"
"21.167964999999999","42.623440500000001","482027","Oulpiana","265","\N","place","Illyrikon","Dardania","20","656,2","BA 49 D1"
"19.520268000000002","42.067257499999997","481986","Skodra","267","\N","place","Illyrikon","Praibalis","20","656,4","BA 49 B1"
"19.643916000000001","41.782940500000002","481896","Lissos","268","\N","place","Illyrikon","Praibalis","20","656,5","BA 49 B2"
"19.3142526667","42.392870333300003","481808","Doklea?","269","\N","place","Illyrikon","Praibalis","20","656,6","BA 49 B1"
"21.216121999999999","44.736775999999999","207549","Biminakion","271","\N","place","Illyrikon","Mysia I","21","657,2","BA 21 D5 Viminacium"
"20.450299999999999","44.823599999999999","207443","Singidounon","272","\N","place","Illyrikon","Mysia I","21","657,3","BA 21 C5"
